mbirmi,tëggin,xeet,nettalin_fr,nettalin_wo
sàppóoti,[sap:o:ti],nom,sapotillier,Toolam bare nay sàppóoti.
sàppóoti,[sap:o:ti],nom,sapotille,Rënkal sàppóoti ji.
sàq,[saq],nom,grenier,Sàq mi fees na.
sàqami,[saqʌmi],verbe transitif,mâcher,Looy sàqami ?
sàrse,[sarse],verbe transitif,"charger, remplir de marchandises",Mu ngi sàrse bitig bi ba mu né dell.
sàrt,[sart],nom,faucille,Jox ko sàrt bi.
sàrtoo,[sartɔ:],verbe transitif,"s’entendre sur, se mettre d’accord sur",Lu ngeen sàrtoo ?
sàtt /né/,[sat:],coverbe,être tout raide dans la position verticale,Alkaati baa ngi né sàtt ci bunt kër gi ca suba ba-tey.
sàttumbar,[sat:umbʌr],nom,Le mois de septembre,"Ci sàttumbar la nu nekk, xiin taw, xiinul taw."
saa,[sa:],nom,"instant, moment","Saa yoo ñówee, ñu dem."
saab-saab,[sa:bsa:b],nom,arbre dont les feuilles sont très appréciées en infusion (sesbania sesban (L) Merril),Demal wuti xobi saab-saab.
saaba,[sa:bʌ],nom,religion,Seydinaa Usmaan a mujj ci saaba Yonent bi.
saabu,[sa:bu],nom,savon,Am saabu bi.
saaf,[sa:f],verbe transitif,"griller dans un récipient, rôtir",Damay saaf kafe.
saafara,[sa:fʌrʌ],nom,"mixture à laquelle on attribue des vertus, philtre",Jox ko saafara si.
saafara,[sa:fʌrʌ],verbe transitif,porter remède,Boo bëggee mu deñ saafara ko.
saafaandu,[sa:fa:ndu],nom,léopard,Ñemewuma saafaandu.
saafun,[sa:fun],nom,"propos déplacés, gaffe",Waxati nga saafun.
saag,[sa:g],nom,"sac à main, cartable","Saagam bi rafet na, deru jasig la."
saaga,[sa:gʌ],verbe transitif et intransitif,injurier,"Bu ma saaga, defuma la dara."
saaga,[sa:gʌ],nom,injure,Saaga wu ñaaw la.
saaj,[sa:ɉ],verbe intransitif,enrouler le fil sur le fuseau ou la canette,"Sama masin dafa yàqu, mënula saaj."
saaj,[sa:ɉ],nom,"fuseau, canette",Ràbb baa ngiy laaj saaj.
saaku,[sa:ku],nom,sac,Wàcceel saaku ceeb bi.
saal,[sa:l],nom,amande,Saal bi deñ na.
saalit,[sa:lit],verbe intransitif,"se comporter d’une manière peu stoïque, faiblir dans une situation",Feebar bi tax na mu saalit.
saalum,[sa:lum],nom,"fleuve Saloum, province sénégalaise située au nord de la Gambie, limitrophe du Sine",Saalum bare na gerte ren.
saam,[sa:m],verbe transitif,mettre en petits tas des objets de même nature,Kaani gi laay saam.
saam,[sa:m],nom,Petit tas d’objets de même nature,Jaay ma saamu matt.
saamaar,[sa:ma:r],nom,dague,Góor warul génn guddi te yorul saamaar.
saan,[sa:n],nom,ver intestinal,Sama rakk génne na saan wu rëy.
saanjaay,[sa:ɲɉa:j],nom,grand cercle,Beykat bi rëdd nag saanjaay.
saanjaay,[sa:ɲɉa:j],verbe intransitif,danser en décrivant des cercles,Janq baa ngi saanjaay ba miir.
saañ,[sa:ɲ],verbe transitif,mettre un bouchon,Saañ na butéel bi.
saañ,[sa:ɲ],nom,bouchon,Saañ bi réer na.
saaño,[sa:ɲɔ],nom,mil tardif (pennisetum psenostachym) Stapf et Hubb,Saaño si ñor na.
saar,[sa:r],nom,sourate,Laan a gëna gudd ci saar yi.
saaraan,[sa:ra:n],verbe,être emporté par son son élan,Dafa saaraan ba mbëkk garab gi.
saas,[sa:s],verbe,"être brûlant, être chauffé à blanc","Xaaral tuuti, feer bi dafa saas."
saasal,[sa:sʌl],nom,alliage d’or et d’un autre métal,Saasal la takk ci baat.
saatlu,[sa:tlu],verbe,avoir eu son dernier enfant,Faatu ngi saatlu ci ñeent-fukki atam.
saatu,[sa:tu],nom,canif,Sa saatu mën na wat.
saaw,[sa:w],verbe,"semer en traînées, répandre",Saaw na dugubam jépp fii.
saaw,[sa:w],nom,porc-épic,Dégu saaw la léttkat biy xàjje.
saawo,[sa:wɔ],nom,traînée,"Toppal saawo si, dinga gis nag yi."
saax-saax,[sa:xsa:x],nom,représentant du pouvoir central au niveau d’une communauté rurale,"Doo fi dëkk, dogal bu jóge ci saax-saax bi la."
saay-saay,[sa:jsa:j],nom,"voyou, crapule",Kii ab saay-saay la.
seb-sebi,[seb-sebi],verbe,goutter,Néeg bi dafay sebsebi.
seben,[seben],verbe intransitif,,
sebet,[sebet],verbe transitif,laver les céréales,Faatu sebet na ceeb bi.
sebet,[sebet],nom,eau ayant servi à laver les céréales,Joxal sebet mi xar yi.
sebet,[sebet],nom,petit coquillage bivalve,Sebet su bari la indi.
secc /né/,[sec:],coverbe,"Boire d’un trait, boire à cul sec",Née na ko secc.
sedd,[sed:],verbe,"être frais, froid",Ker gu sedd a neex a yendu.
sedd,[sed:],nom,froid,Ren sedd bi metti na.
sedd,[sed:],nom,"calme, froideur",Seddam gi dafa ëpp.
sef,[sef],verbe transitif,"verser de la sauce sur un mets, napper la sauce",Sefal ñànkataŋ bi.
segal,[segʌl],verbe transitif,presser des oléagineux pour en extraire un corps gras,Damay segal sama gerte.
segal,[segʌl],nom,tisserin,Am segal a fa tàgg.
segg,[seg:],verbe transitif,filtrer,Segg na kafe ba-noppi.
segg,[seg:],nom,panthère,Segg ma fàdd na nag wa.
seku,[seku],nom,perroquet,Seku mii du wax.
sekki,[sek:i],verbe transitif,"extraire (écharde, épine)",Damay sekki dég bi.
sekki,[sek:i],verbe intransitif,gonfler,Cere jaa ngi sekki.
sekkit,[sek:it],nom,chute de tissu,Dencal ma sekkit yi.
selaw,[selʌw],verbe,être sans bruit,Sa gémmiñ gi du selaw mukk.
selaw /né/,[selʌw],coverbe,être profondément silencieux,Àll bi dafa né selaw.
selbe,[selbe],nom,responsable des circoncis,Xanaa selbe ba jàngalu la toog bu jekk ?
sell,[sel:],nom,"canine, croc",Buddilu naa sama sell bi doon metti.
sell,[sel:],verbe,être irréprochable,"Alalam ji, amin wu sell la ko ame."
sempi,[sempi],verbe transitif,déplanter,Abdu sempi na géttu xar mi.
senax,[senʌx],verbe intransitif,avoir des fourmillements,Sama tànk dafa senax.
senn,[sen:],verbe intransitif,couler,Pot bi dafay senn.
sendal,[sendʌl],nom,"panier à claire-voie pour le transport de la volaille, de la paille",Defal ngooñ mi ci sendal gi.
sendikaa,[sendika:],nom,"récipient, grand fait-tout",Ñaari sendikaa soow lañu yóbbu kër goro ya.
seng,[seŋg],verbe transitif,couvrir de tôles ondulées,Sëriñ bi seng na këram.
seng,[seŋg],nom,"tôle ondulée, maison couverte de tôles",Seng gi dog na sama baaraam.
senjeñ,[seɲɉeɲ],nom,(cacia seeberiana D.C.) plante médicinale recherchée pour ses racines,Reeni senjeñ lay jaay.
senkiliku,[seŋkiliku],verbe intransitif,"s’enorgueillir par suite de port de beaux atours, se vanter",Looy senkiliku nii ?
sentuur,[sentu:r],nom,ceinture,Sentuur gu bees la takk.
seŋoor,[seŋɔ:r],nom,ceinture en paille tressée,Ràbb na seŋoor gu rafet.
seppali,[sep:ʌli],verbe transitif,ajouter de la sauce sur un mets,Seppali naa cere ji.
seppi,[sep:i],verbe transitif,"retirer quelque chose d’un liquide, retirer ce qui a cuit dans une sauce",Seppil li wadd ci soow mi.
seqi,[seqi],verbe intransitif,faire le premier pas,Sama doom seqi na.
serati,[serʌti],verbe intransitif,,
sero,[serɔ],nom,lisière d’un tissu,Dindil sero si.
set,[set],verbe,être propre,Mbubb mi set na.
sew,[sew],verbe,"être mince, fin, étroit",Sa doom ji sew na lool.
sex,[sex],verbe transitif,"mettre dans la bouche, emboucher",Saalif sex na liitam.
sexaw,[sexʌw],nom,quinquéliba,Am sexaw baax na ci soj.
seytaane,[sejta:ne],verbe,"être fourbe, hypocrite","Wattul kooku, dafa seytaane."
seytaane,[sejta:ne],nom,"satan, diable, démon",Seytaane la taseel.
seeb,[se:b],verbe intransitif,suinter,Gutt bi dafay seeb.
seede,[se:de],verbe transitif,céder quelque chose,Demal ne ko mu seede ma ñaari kiloy ceeb.
seede,[se:de],verbe transitif,"se porter témoin, être témoin","Yaa jëkk a dóor, seede naa ko."
seede,[se:de],nom,témoin,Kuy sa seede ?
seef,[se:f],nom,chef,Seef bi agsi na.
seef /né/,[se:f],coverbe,Arriver à l’improviste,Dafa jékki jékki né seef.
seekeeg,[se:ke:g],verbe,,
seekeeg,[se:ke:g],nom,,
seekeek,[se:ke:k],verbe,avoir les oreillons,Sa doom ji dafa mel ni ku seekeek.
seekeek,[se:ke:k],nom,oreillons,Seekeek feebaru xale la.
seel,[se:l],nom,échelle,Randalal seel bi.
seel,[se:l],verbe transitif,couper en lanières,Seel na yàpp wépp.
seel,[se:l],nom,"lanière, viande boucanée et séchée au soleil",May ma aw seel ci der bi.
seelu,[se:lu],verbe intransitif,s’abriter de la pluie,Dawal seelu ca garab ga.
seereer,[se:re:r],verbe,être atteint d’albinisme (pour les animaux),Bu ma jëndal xar mu seereer.
seet,[se:t],verbe transitif,"examiner, voir, visiter, chercher","Yóbbu naa xale bi kër doktoor, seet nañu ko."
seetaan,[se:ta:n],verbe transitif,"assister à, être spectateur",Demal seetaan po mi.
seetlu,[se:tlu],verbe,consulter un voyant,Seetlu naa sama càcc ga.
seetlu,[se:tlu],verbe transitif,"porter attention à, être attentif",Boo seetlu bu-baax gis ko.
seetu,[se:tu],verbe intransitif,se mirer,Demal seetu.
seetu,[se:tu],nom,"miroir, glace",Seetu bi toj na.
seey,[se:j],verbe intransitif,se dissoudre,Xorom si seey na.
sébé,[sebe],verbe transitif,imiter la voix de quelqu’un,"Bu dee sébé sëriñ, dangay defe ne mu ngi fi."
sébb,[seb:],nom,"feu de paille, feuilles mortes, branchages… mis en tas",Sébb bi fey na.
sébbi,[seb:i],verbe,pleuvoir,Asaman si sébbi na.
sédd,[sed:],verbe transitif,faire une part à quelqu’un,Sédd naa ko ci xaalis bi.
séddale,[sed:ʌle],verbe transitif,partager,Séddale na papaayo bi.
ség,[seg],verbe intransitif,"se putréfier, se faisander",Sa góom bi ség na.
sémmiñ,[sem:iɲ],nom,hache,"Wutal sémmiñ, gor garab gi."
séndël,[sendəl],verbe transitif,chauffer à la flamme,Demal séndël butéelu diw ga ca furnó ba.
séng,[seŋg],nom,grand arbre à feuilles minuscules (Acacia raddiana savi),Mag ñaa ngi waxtaan ci ron séng gi.
séq,[seq],nom,coq,Séq gi sab na léegi.
séq,[seq],nom,crinière du cheval,Jàppal ci séq mi te indi fas wi.
séq,[seq],verbe transitif,"se tenir respectivement à droite et à gauche de quelqu’un, encadrer",Ñaari alkaatee ko séq.
sér,[ser],nom,pagne,Sér bu ñuul la.
séwét,[sewet],verbe intransitif,cesser de pleuvoir,Xaaral mu séwét nu dem.
séy,[sej],verbe intransitif,se marier,Janq boobu toog na lu-yàgg te séyul.
séy,[sej],nom,mariage,Séy bu neex la.
séyt,[sejt],nom,épouse rejoignant pour la première fois le foyer conjugal,Séyt bi ñëwagul.
séefër,[se:fər],verbe,"calculer, compter, (chiffrer)",Bu mënul a séefër ñu nax ko.
séen,[se:n],verbe transitif,apercevoir,Séen naa picc.
séentu,[se:ntu],verbe transitif,"chercher à voir de loin, scruter",Séentul weer wi.
séenu,[se:nu],verbe transitif,,
séet,[se:t],nom,jeune marié(e),Sama séet ñëm na.
séetal,[se:tʌl],verbe,célébrer une noce,Abdu séetal na ba dem.
séex,[se:x],verbe,Donner naissance à des jumeaux (ou même à des triplés… etc.),Sama jabar dafa séex ñett.
séex,[se:x],nom,"jumeau, jumelle",Sama yaay am nay séex.
séexlu,[se:xlu],verbe transitif,"répugner à, avoir de la répugnance pour","Bu nawetee, damay séexlu màrse boobu."
së,[sə],verbe,"avaler une bouchée trop grosse, qui reste dans la gorge ; s’étrangler","Dafa së, jox ko ndox."
sëb,[səb],nom,haricot,Bëgg naa sëb.
sëcc,[səc:],verbe,"dégager une mauvaise odeur, sentir le poisson",Sa loxo dafa sëcc.
sëddë,[səd:ə],nom,Brochet de mer,Na nga jënd aw sëddë.
sëddit,[səd:it],nom,,
sëddiit,[səd:it],nom,,
sëf,[səf],verbe transitif,charger (principalement une monture),Demal sëf sa mbaam.
sëf,[səf],nom,"charge, fardeau",Sëf bi diis na.
sëg,[səg],nom,cimetière,Sëg yi sori nañu.
sëgg,[səg:],verbe,"se courber, se baisser",Sëggal seet say dàll ci ron lal gi.
sëkk,[sək:],verbe transitif,remblayer,Sëkk na kan ma.
sëkk,[sək:],nom,remblai,"Sëkk bi jeex na, léegi ñu defar tali bi."
sëkk,[sək:],coverbe,être très (suffisant),Doy na sëkk.
sël-sëli,[səlsəli],verbe intransitif,s’évaporer,Ndox maa ngiy sël-sëli.
sëlëm,[sələm],verbe transitif,débarbouiller,Sëlëm na doomam.
sëlmël,[səlməl],verbe intransitif,clore la partie rituelle de la prière musulmane,"Demal nuyu sa baay, sëlmël na."
sëllax,[səl:ʌx],verbe transitif,"couvrir de (sable), jeter (du sable) sur",Gis nga mu di ma sëllax.
sëmm,[səm:],coverbe,être figé dans une attitude de défi,Mu ngi né sëmm di ma xool.
sëmb,[səmb],verbe intransitif,"s’ébattre dans l’eau, faire une baignade","Buleen sëmbi tey, nee ñu jasig a nga ca déeg ba."
sën,[sən],nom,tas d’ordures,Tuur ko ci sën bi.
sëng,[səŋg],nom,vin de palme,Foo jënde sa sëng mi ?
sëpp,[səp:],verbe transitif,mettre debout,Sëpp na say wi.
sëppéen,[səp:e:n],nom,enfant qui a commencé à marcher,"Ba muy liir laa ko gëj a gis, léegi ab sëppéen la."
sëq,[səq],verbe transitif,"prendre une poignée de, agripper",Dafa ma ne naa sëq ci kanja gi jox ko.
sëq,[səq],verbe,"avoir le poil, la chevelure drue, abondante ; être touffu","Sa sikkim bi sëq na, wat ko."
sëq,[səq],nom,"poisson, courbine ou maigre (Sciaena Aquila)",Sëq tuuru na tey.
sëqat,[səqʌt],verbe,tousser,Ñetti fana ngii may sëquat.
sëqat,[səqʌt],nom,toux,Sëqat su bon see ko rey.
sër,[sər],nom,,
sërëx /né/,[sərəx],coverbe,s’endormir d’un coup,Coono bee tax mu né sërëx.
sërxal,[sərxʌl],verbe,faire tomber dans un trou,Jaaro bi la sërxal.
sërxët,[sərxət],verbe intransitif,sangloter,Lu la dal ba ngay sërxët nii ?
sës,[səs],verbe transitif,"poser contre, caler",Sësal taabal ji ci taax mi.
sës,[səs],verbe intransitif,s’appuyer sur (quelqu’un),Tee nga ko yërëm te xam ne sësul ci kenn ?
sët,[sət],nom,"petit-fils, petite-fille",Ay sëtam a ko wër.
sëy,[səj],verbe intransitif,,
sëy,[səj],nom,,
si,[si],nom,scie,Si bi damm na.
sib,[sib],verbe transitif,"avoir en horreur, mépriser","Kooku joteetunu dara, dama koo sib."
siben,[siben],verbe transitif et intransitif,uriner,Demal sibeni bala ngaa tëdd.
siben,[siben],nom,urine,Yóbbu ko kër doktoor ñu seetal ko sibenam mi.
siboor,[sibɔ:r],nom,lécheur,Siboor yaa nga ko topp.
sibbir,[sib:ir],nom,surlendemain,Ca sibbir sa la ñów.
sibbiru,[sib:iru],verbe intransitif,"avoir le paludisme, avoir la fièvre",Tey dama sibbiru.
sibbiru,[sib:iru],nom,"paludisme, fièvre",Jamanoy sibbiru lanu nekk léegi.
siidde,[si:de],verbe,se refuser à,Siide naa koo jox sama loxo.
siddéem,[sid:e:m],nom,jujubier,Dëgu siddéem jam na ma.
siddéem,[sid:e:m],nom,jujube,Xale yi bëgg nañu siddéem.
siddi,[sid:i],verbe transitif,décharner,Siddil jën wi.
siddit,[sid:it],nom,,
siddiit,[sid:i:t],nom,"nerf, veine","Maam màggat na léegi, siddiit yi bañ nañu."
sif,[sif],verbe transitif,,
sifeet /né/,[sife:t],coverbe,retirer rapidement de l’eau,Dafa ko né sifeet ci ndox mi.
sigaret,[sigʌret],nom,,
sigareet,[sigʌre:t],nom,cigarette,Jëndal ma paketu sigareet.
sigiñu,[sigiɲu],verbe intransitif,être à bout de patience,A ― Lutax jabar ji dem ? B ― Dafa sigiñu léegi.
sigó,[sigo],nom,bobine,"Bul sànni sigó bi, dama ko soxla."
siggal,[sig:ʌl],verbe transitif,"honorer, rehausser",Sama doom siggal na ma.
siggi,[sig:i],verbe intransitif,"se redresser, relever la tête",Sa bokk yépp siggi nañu ci sa doxalin wi.
siggi-lagg,[sig:ilʌg:],nom,"colosse, géant",Kooka de am siggi-lagg dëgg la.
sikaara,[sika:rʌ],nom,sac tressé porté en bandoulière,Lu sa sikaara bi def ?
sikk,[sik:],verbe intransitif,avoir des défauts,Xale bi dafa sikk dëgg.
sikk,[sik:],verbe transitif,désapprouver (quelqu’un),"Bu ma sikk, doonuma ci dara."
sikk,[sik:],nom,"défaut, travers",Ndaw si amul sikk.
sikket,[sik:et],nom,bouc,Sikket bi duuf na.
sikket-jaxaluur,[sik:etɉʌxʌlu:r],nom,vieux bouc à grande barbiche,Sikket-jaxaluur dafay farala sëcc.
sikket-mbow,[sik:etmbɔw],nom,petit bouc,Yàppu sikket-mbow dafay nooy nepp.
sikkim,[sik:im],nom,"menton, barbe",Baay wat na sikkimam.
sikkóor,[sik:o:r],nom,mangouste,Ab sikkóor la xaj biy dàq.
silaama,[sila:mʌ],nom,sabre,Buur silaama lay xeexe.
silmaxa,[silmʌxʌ],verbe,être aveugle,Ci wànnent la doxe silmaxa.
silmaxa,[silmʌxʌ],nom,aveugle,Silmaxaa ngi yelwaan.
simoŋ,[simɔŋ],nom,ciment,Jaay ma benn saaku simoŋ.
simmi,[sim:i],verbe transitif,,
simb,[simb],verbe intransitif,organiser un jeu de faux-lion,Kañ ngeen di simb ?
simb,[simb],nom,jeu de faux-lion organisé par des adultes où l’on met en scène un homme déguisé en lion,Simb su mag lawoon.
sinemaa,[sinema:],nom,cinéma,Léegi la dem sinemaa.
sindax,[sindʌx],nom,margouillat,Rey na ab sindax.
singali,[siŋgʌli],verbe transitif,"s’acharner contre, faire de quelqu’un un bouc émissaire",Fokk ma jóg fii ndax kii dafa ma singali.
siñaaglu,[siɲa:glu],verbe intransitif,prendre un bain de soleil,Xanaa dangaa liw bay siñaaglu ?
siñaara,[siɲa:rʌ],nom,"à Saint-Louis et Gorée, dame d’un certain âge de religion chrétienne","Siñaara ya solu nañu ba jekk, jëm teeru ba."
siñaarlu,[siɲa:rlu],verbe intransitif,,
sipp !,[sip:],interjection,employée pour chasser le chat,Sipp ! sipp !
sipp,[sip:],verbe transitif,acheter du lait caillé par mesures,Sipp naa ñaar-fukki dërëmi soow.
sippax,[sip:ʌx],nom,crevette,Sippax bari na Kaasamaas.
sippi,[sip:i],verbe transitif,décharger (en parlant d’un animal) un fardeau,Sippi na ñaari mbaam.
sippi,[sip:i],verbe intransitif,renoncer (à une mauvaise habitude),"Xale bi, ku lubuwoon la, waaye gis nga, léegi sippi na."
sippi,[sip:i],verbe transitif,,
sirati,[sirʌti],verbe transitif et intransitif,projeter un filet de salive entre les dents,Dafa ma sirati ma dóor ko.
siraat,[sira:t],nom,religion,Ku bon du jéggi siraat.
siró,[siro],nom,sirop,Jox ma butéelu siró bi.
sisir,[sisir],verbe transitif,"saisir les biens, confisquer","Feyul lempo, mootax ñu sisir ko."
sisó,[siso],nom,ciseaux,Ku moom sisó bi ?
siti,[siti],verbe intransitif,être atteint de syphilis,Moom de dafa siti.
siti,[siti],nom,syphilis,Kañ la siteem si wer ?
siyaare,[sija:re],verbe transitif,"s’incliner devant une autorité religieuse, rendre visite",Siyaare naa sama sëriñ.
siyaare,[sija:re],nom,visite collective que l’on rend périodiquement aux marabouts,Bésu siyaare bi jegesi na.
siif,[si:f],verbe transitif,s’emparer de,Xale yi daanu nañu ci jaaykat bi siif gerte gépp.
siif,[si:f],nom,suif,Siif bareetul léegi ci bitig yi.
siim,[si:m],verbe transitif,"mouiller (le couscous avec de la sauce), imbiber","Siimal cere ji, reer jot na."
siin,[si:n],nom,"Sine, province sénégalaise située au sud du Baol et limitrophe du Saloum",Jaxaaw a doon péeyu siin.
siiñ,[si:ɲ],verbe intransitif,montrer les dents,Siiñal ma seet sa bëñ biy yanq.
siiru,[si:ru],nom,chat sauvage,Siiru dafay jàpp ganaar.
siis,[si:s],nom,siège,Toogal ci siis bi.
siis,[si:s],verbe,ne pas vouloir partager,Xale bu siis la.
siis,[si:s],nom,tendon d’Achille,Gaañ nga ma cig siis.
siisu,[si:su],verbe intransitif,refuser d’avancer,"Mbaam moomu dafay siisu, bu ko war."
siit,[si:t],verbe intransitif,dégouliner,Fompal sa ñaq wi mu ngi siit.
siiw,[si:w],verbe,"être largement répandu, connu de tout le monde",Boobu xabaar siiw na.
so,[sɔ],verbe intransitif,se coucher (pour le soleil),Jant so na.
sob,[sɔb],verbe,"être insupportable, turbulent",Yow sob nga lool.
soble,[sɔble],nom,oignons,Soble si ñów na.
socc,[sɔc:],verbe transitif,récurer,Ku doon socc leget gi ? setul de.
soccet,[sɔc:et],nom,sauterelle,Rey na soccet bi.
soccu,[sɔc:u],verbe intransitif,se curer les dents,War ngaa soccu de.
soccu,[sɔc:u],nom,cure-dents,May ma ab soccu.
soddax,[sɔd:ʌx],verbe intransitif,avaler un liquide de travers,"Looy sëqët nii, xanaa danga soddax ?"
sof,[sɔf],verbe transitif,joindre,Sofal bant bi ci bi ci des.
sofe,[sɔfe],verbe intransitif,avoir des aphtes,"Mënuma naan lu tàng tey, dama sofe tey."
sofental,[sɔfentʌl],verbe transitif,"minimiser, négliger",Waxoon naa la nga yóbbu xale bi mu ñakku nga sofental ko.
sog,[sɔg],verbe,venir de,Mungi soga ñów.
soj,[sɔɉ],verbe intransitif,être enrhumé,Tey dama soj.
soj,[sɔɉ],nom,rhume,Fajal sa soj mi.
sokk,[sɔk:],verbe intransitif,"s’introduire sous la peau (écharde, épine)",Bant a ko sokk.
sokk,[sɔk:],nom,écharde,Dindil ko sokk wi.
sol,[sɔl],verbe transitif,introduire dans,Solal diwlin ji ci butéel bi.
sold,[sɔld],nom,salaire,Jotaguma sama sold.
soldaar,[sɔlda:r],nom,soldat,Soldaar yi maaj nañu tey.
solo,[sɔlɔ],nom,"importance, valeur",Loolu amul solo.
solom,[sɔlɔm],nom,"tige creuse du dialium guineense (WILLD), tube",Sama solomu naanu gi damm na.
soloo,[sɔlɔ:],verbe transitif,revendiquer comme sien,Jóoja wax kenn du ko soloo.
somp,[sɔmp],verbe transitif,prendre une pincée de,Sompal tuuti ci poobar bi def ci cin li.
somp,[sɔmp],nom,"envies, petites peaux à la naissance de l’ongle",Dogal ma sama somp wi.
sonal,[sɔnʌl],verbe transitif,"fatiguer, importuner, ennuyer",Sonal na yaayam.
sonn,[sɔn:],verbe,être fatigué,Sonn naa ci wax ji.
sondeel,[sɔnde:l],nom,"chandelle, bougie",Jaay ma benn sondeel.
song,[sɔŋg],nom,attaquer,Ku jëkka song sa moroom ?
soññ,[sɔɲ:],verbe transitif,enfoncer en forçant,Dafa soññ bant bi ci garab gi.
sopp,[sɔp:],verbe transitif,"avoir de l’affection pour, aimer",Sopp naa jàmm ci kër.
soppali,[sɔp:ʌli],verbe transitif,changer,Dafa soppali mbindam.
soppeeku,[sɔp:e:ku],verbe intransitif,"changer, subir un changement, se transformer en","Soppeeku nga, xanaa danga feebaroon ?"
soppi,[sɔp:i],verbe transitif,changer,Soppi na li fi newoon démb.
soppiku,[sɔp:iku],verbe intransitif,,
soq,[sɔq],verbe,piler pour séparer le grain du son,Faatu soq na ba-noppi.
soq,[sɔq],nom,pilage,Soq bi setul.
