mot_vedette,prononciation,catégorie_grammaticale,ex_wol,ex_fra
njoganal,[nɉɔgʌnʌl],nom,,
njoganalu,[nɉɔgʌnʌlu],verbe,,
njoganiku,[nɉɔgʌniku],verbe,,
njogonal,ɲjɔgɔnɐl,nom,,
njogonalu,ɲjɔgɔnɐlu,verbe,,
njol,,,,
njolloor,[nɉɔl:ɔ:r],nom,,
njollooru,[nɉɔl:ɔ:ru],verbe,,
njomaay,,,,
njombaxtal,ɲjɔmbɐxtɐl,nom,,
njombe,ɲjɔmbɛ,nom,,
njomboor,[nɉɔmbɔ:r],nom,,
njombor,ɲjɔmbɔr,nom,,
njoñ,[nɉɔɲ],nom,,
njoñ,[nɉɔɲ],verbe,,
njong,[nɉɔŋg],nom,,
njoogaan,ɲjɔ:ga:n,,,
njool,[nɉɔ:l],adjectif,,
njool,[nɉɔ:l],nom,,
njoolum-golo,ɲjɔ:lumgɔlɔ,adjectif,,
njoor,ɲjɔ:r,nom,,
njoos,ɲjɔ:s,nom,,
njoos,ɲjɔ:s,verbe,,
njoowaan,[nɉɔ:wa:n],nom,,
njoowaanu,ɲjɔ:wa:nu,verbe,,
njort,ɲjɔrt',verbe,,
njot,ɲjɔt',nom,,
njub,ɲjup,nom,,
njublaŋ,ɲjublɐŋ,nom,,
njublaŋ,ɲjublɐŋ,verbe,,
njudduwaale,ɲjudduwa:lɛ,nom,,
njugub,ɲjugup',nom,,
njugur,,,,
njukkal,ɲjukkɐl,nom,,
njukkal,ɲjukkɐl,verbe,,
njulli,[nɉul:i],nom,,
njumbal,ɲjumbɐl,nom,,
njumte,njumtɛ,nom,,
njunux,ɲjunux,nom,,
njur,ɲjur,,,
njur,[nɉur],nom,,
njureel,ɲjurɛ:l,nom,,
njut,,,,
njuuj-njaaj,ɲju:jɲja:c,nom,,
njuuma,[nɉu:mʌ],nom,,
njuur,,,,
njuuy,ɲju:y,verbe,,
ño,,,,
nob,nɔp,verbe,,
nobaate,nɔba:tɛ,,,
nobeel,nɔbɛ:l,nom,,
nodd,nɔddə,nom,,
nodd,nɔddə,verbe,,
ñoddi,,,,
ñoddi,[ɲɔd:i],verbe,,
noflaay,[nɔfla:j],nom,,
ñogg,[ɲɔg:],,,
noggatu,[nɔg:ʌtu],verbe,,
nogoy,nɔgɔy,nom,,
nojj,,,,
ñokkarkoreet,,,,
nokkas,nɔkkɐs,nom,,
nokkas,[nɔk:ʌs],verbe,,
ñokket,[ɲɔk:et],,,
nokki,nɔkki,verbe,,
nokkos,[nɔk:ɔs],verbe,,
nokkos-nokkosi,nɔkkɔsnɔkkɔs,adjectif,,
nokkos-nokkosi,[nɔk:ɔs nɔk:ɔsi],verbe,,
nommàndeŋ,ma:ndɛŋ,nom,,
ñoñ,,,,
ñoñ,[ɲɔɲ],nom,,
nongu,[nɔŋgu],verbe,,
noo,nɔ:,,,
noo,[nɔ:],nom,,
noob,[nɔ:b],verbe,,
nooj,nɔ:c,,,
nooj,[nɔ:ɉ],adjectif,,
nooju,nɔ:ju,,,
nooju,nɔ:ju,verbe,,
nook,nɔ:k',,,
ñook,,,,
ñoole,,,,
noom,,,,
ñoom,,,,
ñoomin,,,,
ñoom-seen,,,,
noon,nɔ:n,,,
noon,[nɔ:n],nom,,
ñooñ,,,,
noona,nɔ:nɐ,,,
ñooña,,,,
noonale,nɔ:nɐlɛ,,,
ñooñale,,,,
noonu,nɔ:nu,,,
ñooñule,,,,
noor,[nɔ:r],nom,,
ñoor,,,,
ñoor,[ɲɔ:r],verbe,,
ñooro,,,,
ñooru,,,,
noos,[nɔ:s],nom,,
noos,[nɔ:s],verbe,,
ñoos,,,,
ñoos,[ɲɔ:s],nom,,
noot,nɔ:t',verbe,,
ñóox,,,,
ñóox,[ɲo:x],nom,,
ñóox,[ɲo:x],verbe,,
nooy,[nɔ:j],adjectif,,
nopp,[nɔp:],nom,,
noppal,[nɔp:ʌl],verbe,,
noppalu,[nɔp:ʌlu],verbe,,
ñoppati,,,,
ñoppati,[ɲɔp:ʌti],verbe,,
noppi,[nɔp:i],adjectif,,
noppi,[nɔp:i],verbe,,
ñoqali,,,,
ñor,,,,
ñor,[ɲɔr],adjectif,,
ñoral,[ɲɔrʌl],verbe,,
ñoramtaan,,,,
ñoramtaan,[ɲɔrʌmta:n],verbe,,
ñoreeku,,,,
ñoreeku,[ɲɔre:ku],verbe,,
ñori,,,,
ñori,[ɲɔri],verbe,,
ñoriku,,,,
ñormati,,,,
ñormati,[ɲɔrmʌti],verbe,,
nos,[nɔs],nom,,
nos,[nɔs],verbe,,
ñow,,,,
ñów,,,,
ñów,[ɲow],verbe,,
ñówental,,,,
ñox,,,,
ñox,[ɲɔx],nom,,
ñoxor,,,,
ñoy,,,,
ñoyy,,,,
noyyi,nɔyyi,verbe,,
ñu,ɲu,,,
nublaη,,,,
ñuddéet,,,,
ñuddi,,,,
ñuddi,[ɲud:i],verbe,,
nugg,[nug:],adjectif,,
ñukk,,,,
ñukk-ñukk,,,,
ñukk-ñukk,[ɲuk:ɲuk:],nom,,
ñul,,,,
ñulug,,,,
ñulug,[ɲulug],nom,,
ñulug,[ɲulug],verbe,,
ñumm,[ɲum:],,,
ñun,,,,
ñup,,,,
ñuqee,,,,
ñuqi,,,,
ñuqi,[ɲuqi],verbe,,
nuroo,nurɔ:,adjectif,,
nuroo,[nurɔ:],verbe,,
nuroole,[nurɔ:le],verbe,,
nuroowaale,[nurɔ:wa:le],nom,,
nuru,nuru,adjectif,,
ñurumtu,,,,
ñus,,,,
ñus,[ɲus],verbe,,
ñuul,,,,
ñuul,[ɲu:l],adjectif,,
ñuul,[ɲu:l],nom,,
ñuulal,[ɲu:lʌl],,,
ñuulal,[ɲu:lʌl],nom,,
ñuul-biir,,,,
ñuulit,,,,
ñuun,,,,
ñuuñ,[ɲu:ɲ],verbe,,
nuur,,,,
nuur,[nu:r],verbe,,
ñuut,[ɲu:t],,,
ñuux,,,,
ñuux,[ɲu:x],nom,,
ñuux,[ɲu:x],verbe,,
ñuuxit,,,,
ñuuxu,,,,
ñuxéet,,,,
ñuy,,,,
nuyoo,[nujɔ:],nom,,
nuyoo,[nujɔ:],verbe,,
nuyu,[nuju],verbe,,
ŋa,[ŋʌ],verbe,,
ŋaa,,,,
ŋaam,[ŋa:m],nom,,
ŋaamaan,ŋa:ma:n,nom,,
ŋaamaankat,,,,
ŋaamaankat,[ŋa:ma:nkʌt],nom,,
ŋaamu,,,,
ŋaañ,,,,
ŋaañ,[ŋa:ɲ],verbe,,
ŋaaŋ,,,,
ŋaaŋ,[ŋa:ŋ],verbe,,
ŋaata,,,,
ŋaata,[ŋa:tʌ],nom,,
ŋaawu,,,,
ŋaawu,[ŋa:wu],verbe,,
ŋaax,,,,
ŋaax,[ŋa:x],verbe,,
ŋaayoo,,,,
ŋaayoo,[ŋa:jɔ:],nom,,
ŋaayoo,[ŋa:jɔ:],verbe,,
ŋabar-ŋàbb,,,,
ŋàbb,,,,
ŋàbb,[ŋab:],verbe,,
ŋàbbu,,,,
ŋacc,,,,
ŋacc,[ŋʌtc:],verbe,,
ŋàdd,,,,
ŋàdd,[ŋad:],nom,,
ŋàdd,[ŋad:],verbe,,
ŋàddi,,,,
ŋàddi,[ŋad:i],verbe,,
ŋaf-ŋafi,,,,
ŋaf-ŋafi,[ŋʌfŋʌfi],verbe,,
ŋàkk,,,,
ŋàkk,[ŋak:],verbe,,
ŋakk-ŋakki,,,,
ŋakk-ŋakki,[ŋʌk:ŋʌk:i],verbe,,
ŋalaab,,,,
ŋalaab,,verbe,,
ŋalañ,[ŋʌlʌɲ],,,
ŋàmm,[ŋam:],,,
ŋank,,,,
ŋank,[ŋʌŋk],verbe,,
ŋànk,,,,
ŋànk,[ŋaŋk],nom,,
ŋànk,[ŋaŋk],verbe,,
ŋankal,,,,
ŋankal,[ŋʌŋl],nom,,
ŋàññ,,,,
ŋàññ,[ŋaɲ:],verbe,,
ŋàpp,[ŋap:],,,
ŋàppati,,,,
ŋàppati,[ŋap:ʌti],nom,,
ŋàppati,[ŋàp:ʌti],verbe,,
ŋar,,,,
ŋar,[ŋʌr],verbe,,
ŋarale,,,,
ŋareñ,,,,
ŋargaloo,,,,
ŋas,,,,
ŋas,[ŋʌs],nom,,
ŋas,[ŋʌs],verbe,,
ŋat-ŋati,,,,
ŋaw,,,,
ŋaxal,,,,
ŋayeet,,,,
ŋaylóo,,,,
ŋàyy,,,,
ŋàyyi,,,,
ŋeb,,,,
ŋeb,[ŋeb],verbe,,
ŋëb,,,,
ŋëb,[ŋəb],nom,,
ŋëb,[ŋəb],verbe,,
ŋëbu,,,,
ŋeeñ,,,,
ŋeeñ,[ŋe:ɲ],verbe,,
ŋeeñkat,,,,
ŋeer,,,,
ŋeer,[ŋe:r],verbe,,
ŋeet,,,,
ŋeet,[ŋe:t],nom,,
ŋeet,[ŋe:t],verbe,,
ŋeleju,,,,
ŋeliju,[ŋeliɉu],,,
ŋeliju,[ŋeliɉu],nom,,
ŋënk,,,,
ŋëñŋëñ,,,,
ŋexal,,,,
ŋexal,[ŋexʌl],verbe,,
ŋiir,,,,
ŋiis,[ŋi:s],,,
ŋiis,[ŋi:s],verbe,,
ŋodd,[ŋɔ:d],,,
ŋóobi,[ŋo:bi],,,
ŋooñ,,,,
ŋooñ,[ŋɔ:ɲ],verbe,,
ŋoos-ŋoos,,,,
ŋoot,,,,
ŋóot,,,,
ŋóot,[ŋo:t],nom,,
ŋootoot,,,,
ŋootoot,[ŋɔ:tɔ:t],nom,,
ŋootoot,[ŋɔ:tɔ:t],verbe,,
ŋóotóot,,,,
ŋóotóot,[ŋo:to:t],nom,,
ŋóotóot,[ŋo:to:t],verbe,,
ŋott,,,,
ŋott,[ŋɔt:],adjectif,,
ŋoy,,,,
ŋoy,[ŋɔj],verbe,,
ŋun-ŋuni,,,,
ŋun-ŋuni,[ŋunŋuni],verbe,,
obbëli,[ɔb:əli],verbe,,
óbbëli,,,,
om,,,,
om,[ɔm],adjectif,,
omb,,,,
omb,[ɔmb],nom,,
omb,[ɔmb],verbe,,
ombal,[ɔmbʌl],verbe,,
ombloo,[ɔmblɔ:],verbe,,
omblu,[ɔmblu],verbe,,
ombluji,[ɔmbluɉi],verbe,,
omblusi,[ɔmblusi],verbe,,
ommat,,,,
ommat,[ɔm:ʌt],verbe,,
ommiku,,,,
ommiku,[ɔm:iku],verbe,,
onk,,,,
onk,[ɔŋk],nom,,
onk,[ɔŋk],verbe,,
oo,,,,
oo,[ɔ:],verbe,,
óoba,,,,
óoba,[o:bʌ],nom,,
oolu,[ɔ:lu],verbe,,
óolu,,,,
óolu,[o:lu],verbe,,
oom,,,,
oom,[ɔ:m],adjectif,,
óom,[o:m],nom,,
oomal,[ɔ:mʌl],verbe,,
oomle,[ɔ:mle],verbe,,
oon,,,,
oor,[ɔ:r],verbe,,
óor,,,,
óor,[o:r],nom,,
oos,,,,
oos,[ɔ:s],adjectif,,
oos,[ɔ:s],nom,,
oosal,[ɔ:sʌl],verbe,,
oosloo,[ɔ:slɔ:],verbe,,
ootal,,,,
oote,,,,
oote,[ɔ:te],verbe,,
opitaal,,,,
opp,,,,
opp,[ɔp:],adjectif,,
opp,[ɔp:],nom,,
oppi,,,,
or,,,,
ordonaas,,,,
ordonaas,[ɔrdɔna:s],nom,,
ordsabel,,,,
orma,,,,
ormaal,,,,
os,,,,
os,[ɔs],nom,,
oto,,,,
oto,[ɔtɔ],nom,,
otoraay,,,,
oy,[ɔj],verbe,,
oyu,,,,
paa,,,,
paac,,,,
paadëlapoli,,,,
paag,,,,
paaka,,,,
paaka,[pa:kʌ],nom,,
paal,,,,
paal,[pa:l],nom,,
paalaax,,,,
paan,,,,
paan,[pa:n],nom,,
paan,[pa:n],verbe,,
paañ,,,,
paañ,[pa:ɲ],nom,,
paar,,,,
paarsog,,,,
paas,[pa:s],,,
paas,[pa:s],nom,,
paasal,[pa:sʌl],verbe,,
paase,,,,
paase,[pa:se],nom,,
paase,[pa:se],verbe,,
paaseel,[pa:se:l],verbe,,
paaseji,,,,
paaspoor,,,,
paataŋ,,,,
paate,,,,
paaxe,,,,
paaxe,[pa:xe],nom,,
pàcc,[pac:],,,
paccal,,,,
paccax,,,,
paccaxndiku,,,,
paccax-paccaxi,,,,
pacc-pacci,,,,
pacc-pacci,[pʌʌc:i],verbe,,
pàdd,,,,
pàdd,[pad:],nom,,
pàdd,[pad:],verbe,,
paddaañu,,,,
pàddu,,,,
pàddu,[pad:u],nom,,
paftan,,,,
paftan,[pʌftʌn],nom,,
paj,,,,
paj,[pʌɉ],nom,,
pajaas,,,,
pajaas,[pʌɉa:s],nom,,
paket,,,,
paket,[pʌket],nom,,
pakk,,,,
pakk,[pʌk:],nom,,
pàkk,,,,
pàkk,[pak:],nom,,
pàkkarñi,,,,
pakku,,,,
pal,,,,
pal,[pʌl],nom,,
palaas,,,,
palaas,[pʌla:s],nom,,
palaat,,,,
palaat,[pʌla:t],nom,,
palanteer,,,,
palastig,,,,
pàllanq,,,,
pàllax,,,,
pàllax,[pal:ʌx],verbe,,
pàllngar,,,,
palpale,,,,
palto,,,,
palto,[pʌltɔ],nom,,
pamti-pamtee,,,,
pañe,,,,
pañe,[pʌɲe],nom,,
pànk,,,,
pànk,[paŋk],adjectif,,
pànk,[paŋk],nom,,
pànket,,,,
pànket,[paŋket],nom,,
pann,,,,
pann,[pʌn:],nom,,
pann,[pʌn:],verbe,,
pànt,,,,
pàntarkot,,,,
pàntloη,,,,
papay,,,,
pàppa,,,,
pàppa,[pap:ʌ],nom,,
pàppà,,,,
pàppaaya,,,,
pàppaayo,,,,
pàppaayo,[pap:a:jɔ],nom,,
pàq,,,,
pàq,[paq],nom,,
par,,,,
parasool,,,,
parax,[pʌrʌx],,,
pare,[pʌre],,,
parloo,,,,
parlukaay,,,,
pas,,,,
pasar-pasaree,,,,
pasar-pasaree,[psrpʌsʌre:],verbe,,
pase,,,,
pase,[pʌse],nom,,
pasin,,,,
pas-pas,,,,
pas-pas,[pʌspʌs],nom,,
pastéef,,,,
pastéef,[pʌste:f],nom,,
pastel,,,,
pastel,[pʌstel],nom,,
pastel,[pʌstel],verbe,,
pastelu,,,,
pasti,,,,
pasti,[pʌsti],nom,,
pataas,,,,
pataas,[pʌta:s],nom,,
pat-pati,,,,
pat-pati,[pʌtpʌti],verbe,,
patt,[pʌt:],,,
patt,[pʌt:],adjectif,,
patt,[pʌt:],nom,,
pattal,,,,
pattat,[pʌta:t],nom,,
pax,,,,
pax,[pʌx],nom,,
paxta,,,,
paxta,[pʌxtʌ],nom,,
paxu-bakkan,,,,
pay,,,,
pay,[pʌj],nom,,
payis,,,,
payis,[pʌjis],nom,,
payis,[pʌjis],verbe,,
paytéef,,,,
pecc,,,,
pecc,[pec:],adverbe,,
pecc,[pec:],nom,,
peccargo,,,,
peccargo,[pec:ʌrgɔ],nom,,
pëcccét,,,,
peccorgo,,,,
peccorgo,[pec:ɔrgɔ],nom,,
pëdd,,,,
pëdd,[pəd:],nom,,
pee,,,,
peeg,,,,
peeg,[pe:g],verbe,,
peel,,,,
peel,[pe:l],nom,,
peel,[pe:l],verbe,,
peeñu,,,,
peer,,,,
peer,[pe:r],adjectif,,
peer,[pe:r],nom,,
peeral,,,,
peeral,[pe:rʌl],verbe,,
peese,,,,
peese,[pe:se],verbe,,
peesu,,,,
péete,,,,
péeté,[pe:te],nom,,
péex,,,,
péex,[pe:x],nom,,
péexlukaay,,,,
péey,,,,
péey,[pe:j],nom,,
péget,,,,
pegg,,,,
pegg,[peg:],nom,,
pëggu,,,,
pekk,,,,
pëkk-pëkk,[pək:pək:],,,
pël,,,,
Pël,[pəl],nom,,
pël-fuuta,,,,
pëll,[pel:],,,
péllal,,,,
péllël,,,,
pello,,,,
pël-pël,,,,
pël-pël,[pəlpəl],nom,,
peme,,,,
peme,[peme],nom,,
pemetu,,,,
pemetu,[pemetu],verbe,,
peñ,,,,
peñ,[peɲ],nom,,
pénc,,,,
pénc,[peɲc],nom,,
pènc,,,,
pend,,,,
pënd,,,,
pënd,[pend],nom,,
pendal,,,,
pendal,[pendʌl],nom,,
péndal,,,,
pëndax,,,,
pëndax,[pendʌx],nom,,
peñe,,,,
peñe,[peɲe],nom,,
peñe,[peɲe],verbe,,
peñewu,,,,
peñewu,[peɲewu],verbe,,
penk,,,,
penk,[peŋk],nom,,
penku,,,,
penku,[peŋku],nom,,
penku-kow,,,,
penku-suuf,,,,
pentur,,,,
péntur,,,,
pentuur,,,,
pentuur,[pentu:r],nom,,
pentuur,[pentu:r],verbe,,
pentuurkat,[pentu:rkʌt],nom,,
péŋŋ,,,,
pepp,,,,
pepp,[pep:],nom,,
pëpp,,,,
peq,,,,
peq,[peq],adverbe,,
pëqéet,,,,
peqetal,,,,
per,,,,
per,[per],nom,,
për,,,,
për,[per],verbe,,
perantal,,,,
perantal,[perʌntʌl],nom,,
përëg,,,,
përëg,[pərəg],nom,,
përëm,,,,
përëm,[pərəm],nom,,
përiis,,,,
përis,,,,
përis,[pəris],nom,,
perkaal,,,,
perkaal,[perka:l],nom,,
perlu,,,,
perlukaay,,,,
permi,,,,
permi,[permi],nom,,
permiyaabal,,,,
përngal,,,,
përngal,[pərngʌl],nom,,
përngalu,,,,
peroŋ,,,,
peroŋ,[perɔŋ],nom,,
peroη,,,,
persi,,,,
pert,[pert],,,
pert,[pert],nom,,
pertmaa,,,,
përu,,,,
përu,[pəru],nom,,
përye,,,,
përyé,[pərje],verbe,,
përyee,,,,
pes,,,,
pes,[pes],nom,,
pes,[pes],verbe,,
pest,,,,
pest,[pest],nom,,
pet,[pet],,,
petaar,,,,
petaar,[peta:r],nom,,
petarool,,,,
petax,,,,
petax,[petʌx],nom,,
petelenge,,,,
petoo,,,,
pet-petal,,,,
pet-petal,[petpetʌl],nom,,
pët-pëti,,,,
pët-pëti,[pətpəti],verbe,,
pettaaw,,,,
pettaaw,[pet:a:w],nom,,
pexe,,,,
pexe,[pexe],nom,,
pey,,,,
pey,[pej],nom,,
péy,,,,
peyoor,,,,
peyoor,[pejɔ:r],nom,,
picc,,,,
picc,[pic:],nom,,
piil,,,,
piil,[pi:l],nom,,
piipaw,,,,
piipaw,[pi:pʌw],nom,,
piir,,,,
piis,,,,
piis,[pi:s],nom,,
piis,[pi:s],verbe,,
pikiir,,,,
pikin,,,,
pikk,,,,
pikk,[pik:],nom,,
pikkiir,,,,
pikkiir,[pik:i:r],nom,,
pikkiir,[pik:i:r],verbe,,
pikkiiru,[pik:i:ru],verbe,,
pikkini,,,,
pikkini,[pik:ini],nom,,
pikkir,,,,
piliveer,[pilive:r],nom,,
piliweer,,,,
piloot,,,,
piloot,[pilɔ:t],nom,,
piloweer,,,,
piloweer,[pilɔwe:r],nom,,
pimpi,,,,
pimpi,[pimpi],nom,,
pind,,,,
pind,[pind],nom,,
ping,,,,
ping,[piŋg],verbe,,
pingu,[piŋgu],verbe,,
pitax,,,,
pitax,[pitʌx],nom,,
pitikolaa,,,,
pitoŋ,[pitɔŋ],nom,,
pittaaw,,,,
pittaaw,[pit:a:w],nom,,
po,,,,
po,[pɔ],nom,,
podoor,,,,
poftan,,,,
poli,,,,
poli,[pɔli],nom,,
polis,,,,
polis,[pɔlis],nom,,
politig,,,,
politig,[pɔlitig],nom,,
póll,,,,
póllëre,,,,
pom,,,,
pom,[pɔm],nom,,
pomaat,,,,
pombiteer,,,,
pombiteer,[pɔmbite:r],nom,,
pome,,,,
pome,[pɔme],adjectif,,
pomp,,,,
pomp,[pɔmp],nom,,
pompe,,,,
pompe,[pɔmpe],verbe,,
pompiye,,,,
pompiye,[pɔmpije],nom,,
poñ,,,,
poñ,[pɔɲ],nom,,
poñe,,,,
poñe,[pɔɲe],verbe,,
poñee,,,,
poñet,,,,
poñet,[pɔɲet],nom,,
ponk,,,,
ponk,[pɔŋk],nom,,
ponkal,,,,
ponkal,[pɔŋkʌl],nom,,
poñse,[pɔɲse],,,
poñse,[pɔɲse],nom,,
pont,,,,
pont,[pɔnt],nom,,
poo,,,,
poo,[pɔ:],nom,,
poobar,,,,
poobar,[pɔ:bʌr],nom,,
poobar,[pɔ:bʌr],verbe,,
pooj,,,,
pooj,[pɔ:ɉ],nom,,
pool,,,,
pool,[pɔ:l],nom,,
póol,[po:l],nom,,
poole,,,,
poole,[pɔ:le],nom,,
póon,,,,
póon,[po:n],nom,,
poor,,,,
pooro,,,,
pooro,[pɔ:rɔ],nom,,
poos,,,,
poose,,,,
poose,[pɔ:se],nom,,
poose,[pɔ: se],verbe,,
poot,,,,
poot,[pɔ:t],nom,,
póot,,,,
póotu,,,,
póotu,[po:tu],nom,,
popangin,,,,
poqe,,,,
poqe,[pɔqe],nom,,
poqtaan,,,,
poqtaan,[pɔqta:n],nom,,
poroxndoll,,,,
poroxndoll,[pɔrɔxndɔl:],nom,,
portaat,,,,
portale,[pɔrtʌle],,,
portale,[pɔrtʌle],nom,,
portalekat,[pɔrtʌlekʌt],nom,,
pose,,,,
pose,[pɔse],nom,,
poset,[pɔset],,,
poson,,,,
poson,[pɔsɔn],nom,,
posone,,,,
posone,[pɔsɔne],verbe,,
post,,,,
post,[pɔst],nom,,
poste,[pɔste],verbe,,
pot,,,,
pot,[pɔt],nom,,
pótit,,,,
pótit,[potit],nom,,
poto,,,,
poto,[pɔtɔ],nom,,
poto-poto,,,,
poto-poto,[pɔtɔpɔtɔ],nom,,
pottag,,,,
pottag,[pɔt:ʌg],adverbe,,
pottax,,,,
pottax,[pɔt:ʌx],nom,,
potusaambur,,,,
puggu,,,,
puj,,,,
puj,[puɉ],nom,,
pukaar,,,,
pukkus,[puk:us],nom,,
pukkuus,,,,
pull,,,,
pull,[pul:],adverbe,,
pullóox,,,,
pullóox,[pul:lo:x],nom,,
purit,,,,
puróx,,,,
purux,,,,
purux,[purux],nom,,
pus,,,,
pusë,,,,
puso,,,,
pusó,,,,
pusó,[puso],nom,,
put,,,,
putte,,,,
putté,[put:e],nom,,
puub,,,,
puub,[pu:b],nom,,
puub,[pu:b],verbe,,
puudar,,,,
puudar,[pu:dʌr],nom,,
puudar,[pu:dʌr],verbe,,
puudaru,[pu:dʌru],verbe,,
puuj-paaj,,,,
puuj-paaj,[pu:ɉpa:ɉ],nom,,
puukare,,,,
puukare,[pu:kʌre],nom,,
puune,,,,
puuné,[pu:ne],nom,,
puup,,,,
puur,,,,
puur,[pu:r],adjectif,,
puurit,,,,
puus,,,,
puus,[pu:s],verbe,,
puutar,,,,
puutar,[pu:tʌr],nom,,
raab,,,,
raab,[ra:b],verbe,,
raadu,,,,
raadu,[ra:du],verbe,,
raaf,,,,
raaf,[ra:f],verbe,,
raafal,,,,
raag,,,,
raag,[ra:g],verbe,,
raakam-raakami,,,,
raakam-raakami,[ra:kʌmra:kʌmi],verbe,,
raam,,,,
raam,[ra:m],nom,,
raam,[ra:m],verbe,,
raamu,,,,
raas,,,,
raas,[ra:s],verbe,,
raasaatu,,,,
raatale,,,,
raatale,[ra:tʌle],verbe,,
raataloo,,,,
raataloo,[ra:tʌlɔ:],adjectif,,
raatukaan,,,,
raatukaan,[ra:tuka:n],adjectif,,
raax,[ra:x],,,
raax,[ra:x],nom,,
raay,,,,
raay,[ra:j],nom,,
raay,[ra:j],verbe,,
raaya,,,,
raaya,[ra:jʌ],nom,,
raayduut,,,,
raay-mbelle,,,,
raaytal,,,,
raaytal,[ra:jtʌl],verbe,,
rab,,,,
rab,[rʌb],nom,,
rabal,,,,
rabal,[rʌbʌl],nom,,
rabat,,,,
rabat,[rʌbʌt],verbe,,
rabax,,,,
rabax,[rʌbʌx],adjectif,,
rabb,,,,
ràbb,,,,
ràbb,[rab:],nom,,
ràbb,[rab:],verbe,,
ràbbaske,,,,
ràbbu,,,,
ràbbu,[rab:u],nom,,
ràbbur,,,,
rabe,,,,
rabe,[rʌbe],adjectif,,
racc,[rʌc:],,,
ràcc,,,,
ràcc,[rac:],verbe,,
raccantal,,,,
raccantal,[rʌc:ʌntʌl],nom,,
racctal,,,,
ràce,,,,
ractal,[rʌctʌl],nom,,
ractal,[rʌctʌl],verbe,,
ràddi,,,,
radi,,,,
radi,[rʌdi],nom,,
raet-njort,,,,
raf,,,,
raf,[rʌf],verbe,,
rafaatal,,,,
rafaatal,[rʌfa:tʌl],verbe,,
rafet,,,,
rafet,[rʌfet],adjectif,,
rafetaay,,,,
rafetlu,,,,
rafle,,,,
rafle,[rʌfle],adjectif,,
rag,,,,
rag,[rʌg],adjectif,,
ragaju,,,,
ragal,[rʌgʌl],,,
ragal,[rʌgʌl],nom,,
ragal,[rʌgʌl],verbe,,
ragg,,,,
ragg,[rʌg:],verbe,,
ràgg,,,,
ràgg,[rag:],adjectif,,
ràgg,[rag:],nom,,
ràgg,[rag:],verbe,,
ràggal,[rag:ʌl],verbe,,
ràggloo,[rag:lɔ:],verbe,,
raggu,,,,
raglu,,,,
raglu,[rʌglu],adjectif,,
rag-ragi,,,,
rag-ragi,[rʌgrʌgi],verbe,,
rajax,,,,
rajaxe,,,,
rajj,,,,
ràjj,,,,
rajo,,,,
rakk,,,,
rakk,[rʌk:],nom,,
ràkka,,,,
ràkkaa,,,,
ràkkaaju,,,,
ràkkaaju,[rak:a:ɉu],verbe,,
ràkkal,,,,
ràkkal,[rak:ʌl],nom,,
ràkkal,[rak:ʌl],verbe,,
ràkkati,,,,
ràkkatikoo,,,,
ràkkatikoo,[rak:ʌtikɔ:],verbe,,
ràkkatiku,[rak:ʌtiku],verbe,,
ràll,,,,
ràllati,,,,
ràllu,[ral:u],,,
ràllu,[ral:u],nom,,
ràllukat,[ral:ukʌt],nom,,
ràllumaan,,,,
ramaas,,,,
ramatu,,,,
rambaaj,,,,
ràmbaaj,,,,
ràmbal,,,,
ràmbal,[rambʌl],verbe,,
ràmm,,,,
ràmm,[ram:],nom,,
ràmm,[ram:],verbe,,
rammatu,[rʌm:ʌtu],nom,,
rammu,,,,
rammu,[rʌm:u],nom,,
rammukat,,,,
rammutu,[rʌm:utu],nom,,
rañaan,,,,
rañaan,[rʌɲa:n],nom,,
rañaan,[rʌɲa:n],verbe,,
Rañaan,[Rʌɲa:n],nom,,
rand,,,,
rand,[rʌnd],nom,,
randal,,,,
randal,[rʌndʌl],verbe,,
ràndaŋ,[randʌŋ],,,
randatu,,,,
randu,,,,
randu,[rʌndu],verbe,,
ràng,,,,
ràng,[raŋg],nom,,
ràngoo,,,,
rangooñ,,,,
rangooñ,[rʌŋgɔ:ɲ],nom,,
ràngu,,,,
ràngu,[raŋgu],verbe,,
ràññ,[raɲ:],,,
raññaan,,,,
ràññaatle,,,,
ràññale,,,,
raññee,,,,
ràññee,,,,
ràññee,[raɲ:e:],verbe,,
ràññeeku,,,,
ràññeeku,[raɲ:e:ku],adjectif,,
ràññi,,,,
ràññi,[raɲ:i],verbe,,
ràññiku,,,,
ranq,,,,
raŋ,,,,
raŋ,[rʌŋ],nom,,
raŋ,[rʌŋ],verbe,,
raŋale,,,,
raŋŋ,[rʌŋ:],,,
ràŋŋati,,,,
ràŋŋati,[raŋ:ʌti],verbe,,
raŋ-raŋ,,,,
raŋ-raŋŋ-raŋ,[rʌŋrʌŋ],nom,,
rapp,,,,
ràpp,[rap:],,,
ràpp,[rap:],adjectif,,
ras,,,,
ras,[rʌs],adjectif,,
ras,[rʌs],nom,,
ras,[rʌs],verbe,,
ras-ras,,,,
rasu,,,,
rasu,[rʌsu],nom,,
rasu,[rʌsu],verbe,,
rat,,,,
rat,[rʌt],nom,,
ratal,,,,
ratal,[rʌtʌl],verbe,,
ratatati,,,,
ratatati,[rʌtʌtʌti],verbe,,
ratax,,,,
ratax,[rʌtʌx],adjectif,,
rataxal,[rʌtʌxʌl],verbe,,
rato,,,,
