ID,Mot_Vedette,Prononciation,Catégorie_Grammaticale,Classe_Nominale,Sens_ID,Définition,Traduction_Française,Catégorie_Grammaticale_Traduction_Française_Mot_Vedette,Phrase_Illustration,Traduction_Française_Phrase_Illustration
ñaaroo1,ñaaroo,ɲa:rɔ:,waxe-nekkin,,ñaaroo1_1,,s'entretenir,verbe,,
ñaaroo1,ñaaroo,ɲa:rɔ:,turu bokkaale,b-,ñaaroo1_1,,entretien,nom,,
naaru-góor1,naaru-góor,na:rugo:r,turu bokkaale,w-,naaru-góor1_1,,Pur-sang,nom,naaru-góor wi la jaay,Il a vendu le pur-sang.
ñaas1,ñaas,ɲa:s,waxe-nekkin,,ñaas1_1,,balafrer,verbe,,
ñaas1,ñaas,ɲa:s,turu bokkaale,b-,ñaas1_1,,pratique de la balafre,nom,,
ñaas1,ñaas,ɲa:s,turu bokkaale,w-,ñaas1_1,,balafre,nom,,
ñaasentaan1,ñaasentaan,ɲa:sɛnta:n,turu bokkaale,w-,ñaasentaan1_1,,chenille,nom,"bu nawet jotee, xay yi dañu fees ak ay ñaasentaan","quand la saison des pluies arrive, les caïlcédrats se couvrent de chenilles"
naat1,naat,na:t',waxe-nekkin,,naat1_1,,Être riche,verbe,sa tool bi naat na,Ton champ est riche.
naat1,naat,na:t',turu bokkaale,b-,naat1_1,,Pintade,nom,ay naat la jënd,Il a acheté des pintades.
ñaata1,ñaata,ɲa:s,tektal waxe,,ñaata1_1,lu ñu mëna waññi,combien,adverbe,ñaata sàndarm ñoo taxaw ci tali bi,combien de gendarmes sont sur la chaussée
naataange1,naataange,na:ta:gɛ,turu bokkaale,j-,naataange1_1,,Prospérité,nom,Yàlna la Yàlla may naataange,Que Dieu vous apporte de la prospérité
naataango1,naataango,na:ta:ŋgɔ,turu bokkaale,b-,naataango1_1,,Collègue,nom,sama naataango dina fi nëw,Mon collègue viendra.
naaw1,naaw,na:w,waxe-jëfin,,naaw1_1,,Voler,verbe,picc mi naaw na,L'oiseau s'est envolé.
ñaaw1,ñaaw,ɲa:w,waxe-nekkin,,ñaaw1_1,,être vilain,verbe,aka ñaaw doomu sama dëkkandoo bi,comme elle est vilaine la fille de mon voisin
naawal1,naawal,na:wɐl,turu bokkaale,g-,naawal1_1,,Cerf-volant,nom,xale bi ay naawal lay defar,L'enfant fabrique un cerf-volant.
ñaawal1,ñaawal,ɲa:wal,waxe-jëfin,,ñaawal1_1,,se moquer,verbe,"su nee sa keteraan gi da neex, dafa lay ñaawal","s'il dit que ton parfum sent bon, c'est qu'il se moque de toi."
naaw-naaw1,naaw-naaw,na:wna:w,turu bokkaale,b-,naaw-naaw1_1,,Espéce de poisson,nom,bu ma jëndal mukk naaw-naaw,Ne m'achètes jamais ce genre de poisson.
naawtal1,naawtal,na:wtɐl,turu bokkaale,b-,naawtal1_1,,Oisillon qui commence à voler,nom,xale bi jàpp na naawtal,L'enfant a attrapé un oisillon qui commence à voler.
naawtan1,naawtan,na:wtɐn,turu bokkaale,y-,naawtan1_1,,La gent ailée,nom,,
naax1,naax,na:x,waxe-nekkin,,naax1_1,,Être gâteux,verbe,sama maam dafa naax léegi,Mon grand père est gateux maintenant.
naax1,naax,na:x,turu bokkaale,b-,naax1_1,,Banc,nom,dafa indaale naax jén,Il a amené un banc de poissons.
nab-nabal1,nab-nabal,nɐbnɐbɐl,waxe-jëfin,,nab-nabal1_1,,chouchouter,verbe,nab-nabal nga xale bi bamu réew,Tu as chouchouté l'enfant jusqu'à ce qu'il devient impoli.
nàcc1,nàcc,nacʰ,waxe-jëfin,,nàcc1_1,,Saigner,verbe,sa loxo bi mi ngi nàcc,Ton bras seigne.
nàddante1,nàddante,nad:ɐntɛ,waxe-jëfin,,nàddante1_1,,S'entraider,verbe,da ngeen wara nàddante,Vous devez vous entraider.
nafa1,nafa,nɐfɐ,turu bokkaale,g-,nafa1_1,,Bourse,nom,xaalis baa ngi sa nafa,L'argent est dans ta bourse.
nafar1,nafar,nɐfɐr,waxe-jëfin,,nafar1_1,,Réviser,verbe,damay nafar sama bind,Je revise ma leçon.
nafsu1,nafsu,nɐfsu,turu bokkaale,g-,nafsu1_1,,Bon plaisir,nom,moytul nafsu bu bari,Evite le bon plaisir.
nag1,nag,nɐk,turu bokkaale,w-,nag1_1,,Vache,nom,nag wi feebar na,La vache est malade.
naj1,,,,,naj1_1,,Coincer,verbe,buntu bi moo ko naj,C'est la porte qui l'a coincé.
nàkk1,nàkk,nakʰ,waxe-jëfin,,nàkk1_1,,Préparer un gateau en boulettes,verbe,ay nàkk lay defar,Elle est en train de préparer des gâteaux en boulettes.
nàkk1,nàkk,nakʰ,turu bokkaale,b-,nàkk1_1,,Gâteau de riz ou de mil en boulettes,nom,day saraxe nàkku ceeb,Elle donne en offrande des gâteaux de riz en boulettes.
nàkkal1,nàkkal,nakkɐl,waxe-jëfin,,nàkkal1_1,,Donner en privilège,verbe,boo fa ñëwe ñu nàkkal la,Si tu y viens on te donnera en privilège.
nakk-nakkal1,nakk-nakkal,nɐkʰnɐkkɐl,waxe-jëfin,,nakk-nakkal1_1,,Bafouiller,verbe,dafay nakk-nakkal liggéey bi,Il bafouille le travail.
nal1,nal,nɐl,waxe-jëfin,,nal1_1,,Presser qqch pour en avoir le jus,verbe,demal nal limoŋ bi,Elle a préssé le citron pour extraire le jus.
nàll1,nàll,nallə,turu bokkaale,b-,nàll1_1,,Plat à base de courge,nom,nàll lay lekk,Il mange un plat à base de courge.
nalu1,nalu,nɐlu,waxe-jëfin,,nalu1_1,,Se contracter l'abdomen,verbe,dafa bëgg nga nalu,Il veut que tu contractes l'abdomen.
namm1,namm,nɐmʰ,waxe-jëfin,,namm1_1,,Avoir l'intention de,verbe,namm naa dem fa,J'ai l'intention d'y aller.
nàmm1,nàmm,nammə,waxe-jëfin,,nàmm1_1,,Aiguiser,verbe,dama bëgg nga nàmm paaka bi,Je veux que tu aiguise le couteau.
nammeel1,nammeel,nɐmmɛ:l,turu bokkaale,g-,nammeel1_1,,Intention,nom,,
nammeel1,nammeel,nɐmmɛ:l,turu bokkaale,g-,nammeel1_1,,Nostalgie,nom,dama yor sa nammeel,J'ai ta nostalgie.
namp1,namp,nɐmpə,waxe-jëfin,,namp1_1,,Téter,verbe,xala baa ngi namp,L'enfant est en train de téter.
nàmp1,nàmp,nampə,waxe-jëfin,,nàmp1_1,,Téter,verbe,xala baa ngi namp,L'enfant est en train de téter.
nampal1,nampal,nɐmpɐl,waxe-jëfin,,nampal1_1,,Allaiter,verbe,nàmpal nga xale bi,Tu as allaité l'enfant.
nampal1,nampal,nɐmpɐl,turu bokkaale,,nampal1_1,,allaitement,nom,nàmpal bi moo tax mu jeex,C'est à cause de l'allaitement qu'elle a maigri.
nàmpal1,nàmpal,nampɐl,turu bokkaale,b-,nàmpal1_1,,allaitement,nom,nampal bi moo tax mu jeex,C'est à cause de l'allaitement qu'elle a maigri.
nàmpal1,nàmpal,nampɐl,waxe-jëfin,,nàmpal1_1,,Allaiter,verbe,demal nga nàmpal sa doom bi,Va allaiter ton fils.
nàmpal1,nàmpal,nɐmpɐl,turu bokkaale,b-,nàmpal1_1,,Allaitement,nom,nàmpal bi metti na,L'allaitement est difficile.
nampaliin1,nampaliin,nɐmpɐli:n,turu bokkaale,w-,nampaliin1_1,,Façon d'allaiter,nom,sa nampaliin wi dafa metti,Ta façon d'allaiter est difficile.
nàmpaliin1,nàmpaliin,nampɐli:n,turu bokkaale,w-,nàmpaliin1_1,,Façon d'allaiter,nom,sa nàmpaliin wi dafa metti,Ta façon d'allaiter est difficile.
nampatal1,nampatal,nɐmpɐtɐl,turu bokkaale,b-,nampatal1_1,,Fontanelle,nom,nàmpatal bi lay defar,Il répare la fontanelle.
nàmpatal1,nàmpatal,nampɐtɐl,turu bokkaale,b-,nàmpatal1_1,,Fontanelle,nom,nàmpatal bi lay defar,Il répare la fontanelle.
nampu1,nampu,nɐmpu,turu bokkaale,w-,nampu1_1,,Tétine,nom,nampu wi moo fàtt,C'est la tétine qui est bouchée.
nàmpu1,nàmpu,nampu,turu bokkaale,w-,nàmpu1_1,,Tétine,nom,nàmpu wi moo fàtt,C'est la tétine qui est bouchée.
nànd1,nànd,na:ndə,waxe-jëfin,,nànd1_1,,Comprendre,verbe,ku gaaw a nànd nga,Tu comprends vite.
nàndal1,nàndal,nandɐl,waxe-jëfin,,nàndal1_1,,Abreuver,verbe,demal nàndal xar yi,Va abreuver les moutons.
nàndal1,nàndal,nɐndɐl,waxe-jëfin,,nàndal1_1,,Purger,verbe,da koy nàndal ak ay xopp,Il purge avec des feuilles.
nàndal1,nàndal,nandɐl,turu bokkaale,g-,nàndal1_1,,Purgatif,nom,xorom la boole si nàndal gi,Il a ajouté du sel dans son purgatif.
nàndite1,nàndite,nanditɛ,turu bokkaale,g-,nàndite1_1,,Comprehension,nom,sa nàndite gi moo am solo,Ta compréhension est importante.
nanga1,nanga,nɐŋgɐ,,,nanga1_1,,,,,
nàngam1,nàngam,naŋgɐm,,,nàngam1_1,,Tel,adverbe,su ko neexe mune nàngam lii beneen yoon mune nàngam lee,"S'il veut il dit telle chose, une autre fois il dit telle autre."
nangeen1,nangeen,nɐŋgɛ:n,,,nangeen1_1,,,,,
nangu1,nangu,nɐŋgu,waxe-jëfin,,nangu1_1,,Reprendre ce qu'on avait offert,verbe,da nga nangu woto bi,Tu as repris la voiture que tu m'a offerte.
nangu1,nangu,naŋgu,waxe-jëfin,,nangu1_1,,Prendre de force,verbe,dama nangu samay caabi,J'ai pris de force avec mes clefs.
nangu1,nangu,nɐŋgu,waxe-jëfin,,nangu1_1,,Accepter,verbe,nangu naa li nga wax,J'accepte ce que tu dis.
nangu1,nangu,nɐŋgu,waxe-nekkin,,nangu1_1,,Être exaucé,verbe,sama ñaan nangu na,Mes prières se sont exaucées.
nangu1,nangu,nɐŋgu,waxe-nekkin,,nangu1_1,,Être docile,verbe,xar mi dafa nangu,Le mouton est docile.
nangu1,nangu,nɐŋgu,turu bokkaale,b-,nangu1_1,,Acceptation,nom,sa nangu bi dafa gaaw,Ton acceptation est rapide.
nàngu1,nàngu,naŋgu,waxe-jëfin,,nàngu1_1,,Reprendre ce qu'on avait offert,verbe,da nga nàngu sa lam,Tu as repris ton bracelet.
nangul1,nangul,nɐŋgul,waxe-jëfin,,nangul1_1,,Reconnaître un fait à qqn,verbe,dama bëgg nga nangul ko réewandeem,J e veux que tu lui reconnaisse son impolitesse.
napp1,napp,nɐpʰ,waxe-jëfin,,napp1_1,,Pêcher,verbe,damay dem napp,Je vais pecher.
napp1,napp,nɐpʰ,turu bokkaale,m-,napp1_1,,Pêche,nom,napp mi amul xaalis,La pêche n'a pas d'argent.
nappaajoo1,nappaajoo,nɐppa:jɔ:,waxe-nekkin,,nappaajoo1_1,,Être réduit en bouillie,verbe,kan moo nappaajoo sa lekk bi,Qui a réduit en bouillie ta nourriture.
nappaje1,nappaje,nɐppɐjɛ,waxe-jëfin,,nappaje1_1,,Ecraser,verbe,dafa nappaje xaal bi,Il a écrasé le pastèque.
nappkat1,nappkat,nappkɐt',turu bokkaale,,nappkat1_1,,Pêcheur,nom,sama xarit nappkat la,Mon ami est un pêcheur.
naq1,naq,nɐq,,,naq1_1,,Entraîner quelqu'un au fond de l'eau,verbe,dafa nëq xarit bi,Il a envoyé au fond de l'eau son ami.
naq1,naq,nɐq,turu bokkaale,w-,naq1_1,,Bas-ventre,nom,naq wi mooy metti,C'est le bas-ventre qui lui fait mal.
naqar1,naqar,nɐqɐr,turu bokkaale,w-,naqar1_1,,Amertume,nom,dafa am naqar moo tax mu naqari-deret,Il a de l'amertume c'est pour celà il est nerveux.
naqari-deret1,naqari-deret,nɐqɐrifɛrɛt',waxe-nekkin,,naqari-deret1_1,,Être nerveux,verbe,yow ku naqadi-deret nga,Toi tu es nerveux.
naqarlu1,naqarlu,nɐqɐrlu,waxe-nekkin,,naqarlu1_1,,Se faire de l'amertume pour qqn,verbe,mënuloo naqarlu dee gi bamu nëwaat,Tu ne peux te faire l'amertume  de la mort jusqu'à ce qu'il revienne.
nar1,nar,nɐr,waxe-jëfin,,nar1_1,,Mentir,verbe,nar baaxul,Mentir ce n'est pas bon.
nar1,nar,nɐr,waxe-jëfin,,nar1_1,,Avoir l'intention de,verbe,dama nar tukki,J'ai l'intention de voyager.
nar1,nar,nɐr,waxe-jëfin,,nar1_1,,Diviser en parts,verbe,da nga war nar xaal bi,Tu dois diviser en parts le pastèque.
nar1,nar,nɐr,turu bokkaale,b-,nar1_1,,Tas,nom,sama nar bi dafa tuuti,Mon tas est petit.
nar1,nar,nɐr,turu bokkaale,w-,nar1_1,,Mensonge,nom,say nar moo tax kenn woolootu la,C'est à cause de tes mensonges que personne n'a plus confiance.
naraale1,naraale,nɐra:lɛ,waxe-jëfin,,naraale1_1,,Prévoir la part de qqn dans un partage,verbe,naraale leen sama xarit bi,Prévoyez la part de mon ami .
nas1,nas,nɐs,waxe-jëfin,,nas1_1,,Enfiler,verbe,mën nga nas lii,Tu peux enfiler ceci.
nas1,nas,nɐs,waxe-jëfin,,nas1_1,,Formuler un projet,verbe,loo nas ci ndox mi,Quel projet as tu formulé à propos de l'eau.
nas1,nas,nɐs,turu bokkaale,b-,nas1_1,,Projet,nom,sama nas bi jàllul,Mon projet n'est pas accepté.
nasaraan1,nasaraan,nɐsɐra:n,turu bokkaale,b-,nasaraan1_1,,Langue européenne,nom,duma lakk nasaraan,Je ne parle pas une langue europeenne.
nasax1,nasax,nɐsɐx,waxe-nekkin,,nasax1_1,,Être incapable de faire un effort physique,verbe,sa doom bi dafa nasax,Ton fils est incapable de faire un effort physique.
nasax1,nasax,nɐsɐx,turu bokkaale,b-,nasax1_1,,Personne pas vigoureuse,nom,nasax bii nga bëgg indi,Cette personne ci qui n'est pas du tout vigoureuse que tu veux amener.
nataal1,nataal,nɐta:l,waxe-jëfin,,nataal1_1,,Dessiner,verbe,damay nataal kër gi,Je suis en train de déssiner la maison.
nataal1,nataal,nɐta:l,turu bokkaale,b-,nataal1_1,,Dessin,nom,sa nataal bi rafet na,Ton déssin est joli.
natt1,natt,nɐtʰ,waxe-jëfin,,natt1_1,,Mesurer,verbe,damay natt nimo bi,Je mesure le tissu.
natt1,natt,nɐtʰ,waxe-jëfin,,natt1_1,,donner sa cotisation,verbe,joxe naa sama natt,J'ai donné ma cotisation.
natt1,natt,nɐtʰ,turu bokkaale,,natt1_1,,Mesure,nom,,
natt1,natt,nɐtʰ,turu bokkaale,b-,natt1_1,,Cotisation,nom,sa natt bi mattul,Ta cotisation n'est pas complète.
nàttable1,nàttable,nattɐblɛ,waxe-jëfin,,nàttable1_1,,Emettre des réserves,verbe,bayil di nàttable samay wax,Arrete de mettre en réserve mes propos.
nattangoo1,nattangoo,nɐttɐŋgɔ:,turu bokkaale,b-,nattangoo1_1,,Pair,nom,sama nattango bi du ñëw,Mon pair ne viendra pas.
nattu1,nattu,nɐttu,waxe-jëfin,,nattu1_1,,Eprouver,verbe,Yàlla moo koy nattu,C'est Dieu qui l'éprouve.
nattu1,nattu,nɐttu,turu bokkaale,b-,nattu1_1,,Epreuve,nom,nattu bi yag na,L'épreuve dure.
nattu1,nattu,nɐttu,turu bokkaale,b-,nattu1_1,,Objet servant à mesurer,nom,jox ma nattu bi,Donne moi l'objet de mesure.
nattukaay1,nattukaay,nɐttuka:y,turu bokkaale,b-,nattukaay1_1,,Objet servant de mesure,nom,Jox ma nattukaay bi,Donne moi l'objet de mesure.
naw1,naw,nɐw,waxe-jëfin,,naw1_1,,Avoir de la considération pour qqn,verbe,dama naw sama xarit bi,J'ai de la considération pour mon ami.
naw1,naw,nɐw,turu bokkaale,g-,naw1_1,,Respiration,nom,naw gi moo àjju,C'est la respiration qui s'est bloquée.
nawe1,nawe,nɐwɛ,turu bokkaale,b-,nawe1_1,,Navet,nom,dafay jaay nawe,Elle vend du navet.
nawet1,nawet,nɐwɛt,waxe-jëfin,,nawet1_1,,Passer la saison des pluies dans un endroit,verbe,dina dem nawet waalo,J'irai passer l'hivernage au walo.
nawet1,nawet,nɐwɛt,turu bokkaale,b-,nawet1_1,,Saison des pluies,nom,nawet bi egsi na,La saison des pluies est arrivée.
nawetal1,nawetal,nɐwɛtɐl,waxe-nekkin,,nawetal1_1,,Être couvert de nuages,verbe,nanu dugg ci biir asamaan saa ngi nawetal,"Allons à l'intérieur, le ciel commence a être couvert de nuages."
nawle1,nawle,nɐwlɛ,turu bokkaale,b-,nawle1_1,,Personne de même rang social,nom,nga nga wara sey ak sa nawle,Tu dois te marier avec une personne de ton rang social.
nax1,nax,nɐx,waxe-jëfin,,nax1_1,,Tromper,verbe,da nga ma bëgg nax,Tu veux me tromper.
naxante1,naxante,nɐxɐntɛ,waxe-nekkin,,naxante1_1,,Se montrer souple,verbe,da ngay naxante ak sa yaay dina la jox,"Tu dois te montrer souple avec ta mère, elle te donnera."
naxee-mbaay1,naxee-mbaay,nɐxɛ:mba:y,turu bokkaale,b-,naxee-mbaay1_1,,Tromperies,nom,léegi naxee-mbaay dafa bari si dëkk bii,"Maintenant, il y a beaucoup de tromperies dans ce pays."
nay1,nay,nɐy,waxe-nekkin,,nay1_1,,Être avare,verbe,sa doom bi dafa nay,Ton fils est avare.
ndaa1,ndaa,nda:,turu bokkaale,l-,ndaa1_1,,Canari,nom,ay ndaa lay jaay,Il vend des canaris.
ndaag1,ndaag,nda:k,turu bokkaale,l-,ndaag1_1,,Marche lente,nom,ni nga bëgge ndaag,Comme tu aimes la marche lente.
ndaakin1,ndaakin,nda:kin,turu bokkaale,b-,ndaakin1_1,,Cheval mâle,nom,léegi ndaakin la am,Maintenant il a un cheval mâle.
ndaama1,ndaama,nda:mɐ,waxe-nekkin,,ndaama1_1,,Être court,verbe,sa mag daama la,Ton frère est court.
ndaama1,ndaama,nda:mɐ,turu bokkaale,b-,ndaama1_1,,Personne courte,nom,ndaama bi lay xeexak,Il se bat avec la personne courte.
ndaama1,ndaama,nda:mɐ,turu bokkaale,b-,ndaama1_1,,Voiture,nom,dafa jënd ndaama,Il a acheté une voiture.
ndaanaan1,ndaanaan,nda:na:n,turu bokkaale,b-,ndaanaan1_1,,Personne élégante dans un look traditionnel,nom,sa baay ndaanaan la,Ton père est élégant dans son look traditionnel.
ndaari1,ndaari,nda:ri,turu bokkaale,g-,ndaari1_1,,village dans les contes et proverbes,nom,seen dëkk bi di nuroog ndaari,Votre village ressemble à celui qu'on trouve dans les contes et proverbes.
ndaas1,ndaas,nda:s,turu bokkaale,m-,ndaas1_1,,aiguisage,nom,ndaas mi baaxul,L'aiguissage n'est pas bon.
ndaataatallax1,ndaataatallax,nda:ta:tɐllɐx,waxe-nekkin,,ndaataatallax1_1,,Mener une vie de faste,verbe,"kii am na xaalis, ndaataatallax ndëkk lay ndundu","Celui ci a de l'argent, il mène une vie de faste."
ndab1,ndab,ndɐp,turu bokkaale,l-,ndab1_1,,Vaisselles,nom,nda gay raxas ndab li,Tu laves la vaisselle.
ndàbb1,ndàbb,ndabbə,waxe-jëfin,,ndàbb1_1,,Coller,verbe,dina ndàbb kayit bi,Je vais coller le papier.
ndàdde1,ndàdde,ndaddɛ,turu bokkaale,b-,ndàdde1_1,,Dernier,nom,ndàdde bi mooy jooy,C'est le dernier qui pleure.
ndagaan1,ndagaan,ndɐga:n,turu bokkaale,l-,ndagaan1_1,,Demande,nom,sa ndagaan li lay wax,Il parle de ta demande.
ndaje1,ndaje,ndɐjɛ,turu bokkaale,m-,ndaje1_1,,Rencontre,nom,ndaje mi yag na,La rencontre est longue.
ndajem-baat1,ndajem-baat,ndɐjɛmba:t',turu bokkaale,m-,ndajem-baat1_1,,Syntagme,nom,ndajem-baat mi jubbul,Le syntagme n'est pas correcte.
ndal1,ndal,ndɐl,turu bokkaale,l-,ndal1_1,,Centre d'acceuil,nom,ndal li fees na,Le centre d'acceuil est plein.
ndam1,ndam,ndɐm,turu bokkaale,l-,ndam1_1,,Succès,nom,sa ndam li rey na,Ton succés est grand.
ndambe1,ndambe,ndɐmbɛ,turu bokkaale,b-,ndambe1_1,,Niébé en bouilli sans la gousse,nom,duma lekk ndambe,Je ne mange pas du niébé en bouilli sans la gousse.
ndàmpaay1,ndàmpaay,ndampa:y,turu bokkaale,l-,ndàmpaay1_1,,Massage,nom,sa ndàmpaay li am na solo,Ton message est important.
ndañ1,ndañ,ndɐɲ,waxe-jëfin,,ndañ1_1,,Donner un coup de tête,verbe,ndañ nga ma ak sa bopp bu rey bi,Tu m'a donné un coup avec ta grosse tête.
ndañ1,ndañ,ndɐɲ,turu bokkaale,l-,ndañ1_1,,Coup de tête,nom,sa ndañ li gaañ na ma,Ton coup de tête m'a bléssé.
ndànd1,ndànd,ndandə,turu bokkaale,b-,ndànd1_1,,Vaste clairière,nom,sa ab ndànd la toog,Il est assis sur une vaste clairière.
ndàndi1,ndàndi,ndandi,turu bokkaale,b-,ndàndi1_1,,Cultivateur aux qualités éprouvées,nom,sa baay ndàndi la,Ton père est un cultivateur aux qualités éprouvées.
ndànjaama1,ndànjaama,ndaɲja:mɐ,turu bokkaale,b-,ndànjaama1_1,,Personne qui a une grosse tête,nom,sa mag bi ndànjaama la,Ton frère a une grosse tête.
ndañtaali1,ndañtaali,ndɐɲta:li,turu bokkaale,b-,ndañtaali1_1,,Mot de la fin,nom,ndañtaali mooy demu ma,Le mot de la fin est je ne parts pas.
ndarakàmm1,ndarakàmm,ndɐrɐjammə,turu bokkaale,,ndarakàmm1_1,,plein jour,nom,bu fi ñëwati ndarakàmm,Ne viens plus en plein jour.
ndarkase1,ndarkase,ndɐrkɐsɛ,turu bokkaale,g-,ndarkase1_1,,Anacardier,nom,ndarkase gi amagul doom,L'anacardier n'a pas encore de fruits.
ndaw1,ndaw,ndɐw,waxe-nekkin,,ndaw1_1,,Être petit,verbe,da nga ndaw moo tax doo gis,Tu es petit c'est pour celà tu ne vois pas.
ndaw1,ndaw,ndɐw,turu bokkaale,g-,ndaw1_1,,Jeunesse,nom,sa ndaw gi bu mu la nax,Que ta jeunesse ne te trahisse pas.
ndaw1,ndaw,ndɐw,turu bokkaale,l-,ndaw1_1,,Messager,nom,sa ndaw li ñëw na,Ton messager est venu.
ndaw1,ndaw,ndɐw,turu bokkaale,ñ-,ndaw1_1,,Les jeunes,nom,ndaw ñi dunu dugg,Les jeunes n'entrent pas.
ndaw1,ndaw,ndaw,turu bokkaale,s-,ndaw1_1,,Jeune fille,nom,ndaw si wax na dëgg,La jeune fille a raison.
ndawal1,ndawal,ndɐwɐl,turu bokkaale,l-,ndawal1_1,,"Poisson,viande",nom,indaale naa ndawal gu dicc,J'ai apporté du gros poisson.
ndawràbbin1,ndawràbbin,ndɐwrabbin,turu bokkaale,b-,ndawràbbin1_1,,Danse traditionnelle lébou,nom,ndawràbbin bi laa doon seetaan,Je regardais la danse traditionnelle lébou.
ndawtal1,ndawtal,ndɐwtɐl,waxe-jëfin,,ndawtal1_1,,Offrir un cadeau à l'occasion d'une cérémonie joyeuse,verbe,ndawtal naa ko ba muy gente,Je lui ai donné un cadeau à l'occasion de son baptème.
nde1,nde,ndɛ,,,nde1_1,,Car,conjonction de coordination,,
ndéef1,ndéef,nde:f,turu bokkaale,g-,ndéef1_1,,Bouse de vache séchée,nom,ndéef gi lay dindi,Il enlève la bouse de vache séchée.
ndéeñ1,ndéeñ,nde:ɲ,turu bokkaale,l-,ndéeñ1_1,,Gland de la verge,nom,,
ndeer1,ndeer,ndɛ:r,turu bokkaale,j-,ndeer1_1,,Souchet comestible,nom,ndeer lay lekk,Il mange du souchet comestible.
ndeete1,ndeete,ndɛ:tɛ,turu bokkaale,l-,ndeete1_1,,Fin,nom,si ndeete li la ñëw,Il est venu à la fin.
ndéey1,ndéey,nde:y,turu bokkaale,l-,ndéey1_1,,Secret,nom,sa ndéey li jaxal na ma,Ton secret m'étonne.
ndege1,ndege,ndɛgɛ,,,ndege1_1,,Car,conjonction de coordination,,
ndëgërlaay1,ndëgërlaay,ndəgərla:y,turu bokkaale,l-,ndëgërlaay1_1,,Soutien,nom,ndëgërlaay li am na solo,Le soutien est important.
ndëggu1,ndëggu,ndəggu,turu bokkaale,l-,ndëggu1_1,,Plante du pied,nom,dafa gaañu si ndëggu li,Il s'est bléssé sur la plante du pied.
ndeke1,ndeke,ndɛkɛ,,,ndeke1_1,,Cependant,conjonction,,
ndëkk1,ndëkk,ndəkʰ,turu bokkaale,s-,ndëkk1_1,,Petit village,nom,seen ndëkk si amul ndox,Il n'y a pas d'eau dans votre petit village.
ndékki1,ndékki,nde:kki,waxe-jëfin,,ndékki1_1,,Prendre le petit déjeuner,verbe,dafay ndekki mo tax faalewula,Il déjeune c'est pour cela il te répond pas.
ndékki1,ndékki,nde:ki,turu bokkaale,l-,ndékki1_1,,Petit déjeuner,nom,sa ndékki li neex na,Ton petit déjeuner est délicieux.
ndekkite1,ndekkite,ndɛkkitɛ,turu bokkaale,g-,ndekkite1_1,,Résurrection,nom,ndekkite gi moo ma jaaxal,C'est la résurrection qui m'émerveille.
ndell1,ndell,ndɛllə,turu bokkaale,l-,ndell1_1,,Explosif,nom,dafa suul ay ndell,Il a enterré des explosifs.
ndéll1,ndéll,ndellə,turu bokkaale,l-,ndéll1_1,,Explosif,nom,dafa suul ay ndell,Il a enterré des explosifs.
ndëll1,ndëll,ndəllə,turu bokkaale,b-,ndëll1_1,,Molleton,nom,ndëll la sol ndax dafa sedd,Elle porte un habit à molleton car il fait froid.
ndëlle1,ndëlle,ndəllɛ,waxe-nekkin,,ndëlle1_1,,Avoir les caractéristiques du molleton,verbe,sa yëre bi dafa ndëlle,Ton habit a les caractéristiques du molleton.
ndem1,ndem,ndɛm,turu bokkaale,l-,ndem1_1,,Départ,nom,sa ndem li neexuma,Ton départ ne me plait pas.
ndem-dellu1,ndem-dellu,ndɛmdɛllu,turu bokkaale,b-,ndem-dellu1_1,,Trou de souris,nom,fii dafa am ay ndem-dellu,Ici il y a des trous de souris.
ndem-si-Yàlla1,ndem-si-Yàlla,ndɛmsiyallɐ,turu bokkaale,j-,ndem-si-Yàlla1_1,,Défunt,nom,ndam-si-Yàlla musa lay ñaanal,Il prie pour le défunt moussa.
ndën1,ndën,ndən,turu bokkaale,l-,ndën1_1,,Repas,nom,sa ndën li neex na,Ton repas est délicieux.
ndend1,ndend,ndɛndə,turu bokkaale,l-,ndend1_1,,Proche,nom,kii ñoo ndand ay kër,Celui-ci nos maisons sont proches.
ndënd1,ndënd,ndəndə,turu bokkaale,m-,ndënd1_1,,Gros tambour au fond fermé,nom,ndënd mi lay door,Il est en train de battre le gros tambour.
ndénéer1,ndénéer,ndene:r,turu bokkaale,g-,ndénéer1_1,,Clairière,nom,dafa dem sa ndénéer gi,Il est parti à la clairière.
